1,0a1c60b6ec3cf05f07479a9e64a3dc90,24.489405,118.112733,26.4,72,1559750405,1
2,0a1c60b6ec3cf05f07479a9e64a3dc90,24.489355,118.113178,31.4,138,1559750411,1
3,0a1c60b6ec3cf05f07479a9e64a3dc90,24.486801,118.114785,36.6,136,1559750441,1
4,0a1c60b6ec3cf05f07479a9e64a3dc90,24.485531,118.116718,7.9,126,1559750471,1
5,0a1c60b6ec3cf05f07479a9e64a3dc90,24.485523,118.116725,0.0,126,1559750501,1
6,0a1c60b6ec3cf05f07479a9e64a3dc90,24.485523,118.116725,0.0,126,1559750531,1
7,0a1c60b6ec3cf05f07479a9e64a3dc90,24.485523,118.116725,0.0,126,1559750561,1
8,0a1c60b6ec3cf05f07479a9e64a3dc90,24.48546,118.11738,31.1,56,1559750584,1
9,0a1c60b6ec3cf05f07479a9e64a3dc90,24.486518,118.118511,0.0,36,1559750614,1
10,0a1c60b6ec3cf05f07479a9e64a3dc90,24.488641,118.120446,28.8,44,1559750644,1
11,0a1c60b6ec3cf05f07479a9e64a3dc90,24.49047,118.122243,40.4,44,1559750674,1
12,0a1c60b6ec3cf05f07479a9e64a3dc90,24.491786,118.123496,13.2,246,1559750699,1
13,0a1c60b6ec3cf05f07479a9e64a3dc90,24.48981,118.121295,12.2,218,1559750729,1
14,0a1c60b6ec3cf05f07479a9e64a3dc90,24.488355,118.119533,20.5,278,1559750759,1
15,0a1c60b6ec3cf05f07479a9e64a3dc90,24.48837,118.11946,22.1,288,1559750760,1
16,0a1c60b6ec3cf05f07479a9e64a3dc90,24.490285,118.118098,31.9,344,1559750790,1
17,0a1c60b6ec3cf05f07479a9e64a3dc90,24.490983,118.118078,17.5,58,1559750803,1
18,0a1c60b6ec3cf05f07479a9e64a3dc90,24.491871,118.121593,43.8,76,1559750833,1
19,0a1c60b6ec3cf05f07479a9e64a3dc90,24.492253,118.122726,0.0,74,1559750863,1
20,0a1c60b6ec3cf05f07479a9e64a3dc90,24.492253,118.122726,0.0,74,1559750893,1
21,0a1c60b6ec3cf05f07479a9e64a3dc90,24.492608,118.1233,30.5,4,1559750904,1
22,0a1c60b6ec3cf05f07479a9e64a3dc90,24.494043,118.123031,0.0,6,1559750933,6
23,0a1c60b6ec3cf05f07479a9e64a3dc90,24.494043,118.123031,0.0,6,1559750933,6
24,0a1c60b6ec3cf05f07479a9e64a3dc90,24.495126,118.1229,19.7,54,1559750953,6
25,0a1c60b6ec3cf05f07479a9e64a3dc90,24.495426,118.125053,28.0,86,1559750983,6
26,0a1c60b6ec3cf05f07479a9e64a3dc90,24.4954,118.12535,22.3,138,1559750988,6
27,0a1c60b6ec3cf05f07479a9e64a3dc90,24.493456,118.124848,56.6,224,1559751018,6
28,0a1c60b6ec3cf05f07479a9e64a3dc90,24.492643,118.123693,0.0,240,1559751048,6
29,0a1c60b6ec3cf05f07479a9e64a3dc90,24.492643,118.123693,0.0,240,1559751078,6
30,0a1c60b6ec3cf05f07479a9e64a3dc90,24.492583,118.123573,21.5,240,1559751108,6
31,0a1c60b6ec3cf05f07479a9e64a3dc90,24.491576,118.119753,63.4,254,1559751138,6
32,0a1c60b6ec3cf05f07479a9e64a3dc90,24.491123,118.118248,0.0,244,1559751169,6
33,0a1c60b6ec3cf05f07479a9e64a3dc90,24.490131,118.114773,57.7,254,1559751199,6
34,0a1c60b6ec3cf05f07479a9e64a3dc90,24.488821,118.11022,41.2,252,1559751229,6
35,0a1c60b6ec3cf05f07479a9e64a3dc90,24.488701,118.109885,0.0,252,1559751259,6
36,0a1c60b6ec3cf05f07479a9e64a3dc90,24.488701,118.109885,0.0,252,1559751289,6
37,0a1c60b6ec3cf05f07479a9e64a3dc90,24.488253,118.108165,43.7,264,1559751319,6
38,0a1c60b6ec3cf05f07479a9e64a3dc90,24.487485,118.104513,54.0,270,1559751349,6
39,0a1c60b6ec3cf05f07479a9e64a3dc90,24.486376,118.1012,0.0,254,1559751379,6
40,0a1c60b6ec3cf05f07479a9e64a3dc90,24.486376,118.1012,0.0,254,1559751409,6
41,0a1c60b6ec3cf05f07479a9e64a3dc90,24.486376,118.1012,0.0,254,1559751439,6
42,0a1c60b6ec3cf05f07479a9e64a3dc90,24.486161,118.100988,26.6,186,1559751465,6
43,0a1c60b6ec3cf05f07479a9e64a3dc90,24.48287,118.102868,49.8,152,1559751495,6
44,0a1c60b6ec3cf05f07479a9e64a3dc90,24.481578,118.1036,7.5,166,1559751525,1
45,0a1c60b6ec3cf05f07479a9e64a3dc90,24.481451,118.103655,0.0,174,1559751537,1
46,0a1c60b6ec3cf05f07479a9e64a3dc90,24.481451,118.103655,0.0,174,1559751537,1
47,0a1c60b6ec3cf05f07479a9e64a3dc90,24.480441,118.104335,41.0,150,1559751567,1
48,0a1c60b6ec3cf05f07479a9e64a3dc90,24.477858,118.106125,36.9,150,1559751597,1
49,0a1c60b6ec3cf05f07479a9e64a3dc90,24.477105,118.106616,0.0,150,1559751627,1
