2612,0574f85e63f873b7a5b931392fce35c3,24.461742,118.06772,47.0,198,1592970417,1
2613,0574f85e63f873b7a5b931392fce35c3,24.460435,118.06731,31.7,185,1592970432,1
2614,0574f85e63f873b7a5b931392fce35c3,24.459155,118.067598,36.8,153,1592970447,1
2615,0574f85e63f873b7a5b931392fce35c3,24.458185,118.068302,24.6,147,1592970462,1
2616,0574f85e63f873b7a5b931392fce35c3,24.45723,118.068767,40.0,162,1592970477,1
2617,0574f85e63f873b7a5b931392fce35c3,24.45549,118.069707,51.1,138,1592970492,1
2618,0574f85e63f873b7a5b931392fce35c3,24.454125,118.071275,50.4,133,1592970507,1
2619,0574f85e63f873b7a5b931392fce35c3,24.452817,118.072792,49.7,134,1592970522,1
2620,0574f85e63f873b7a5b931392fce35c3,24.451937,118.074048,36.6,125,1592970537,1
2621,0574f85e63f873b7a5b931392fce35c3,24.451493,118.074565,7.6,142,1592970552,1
2622,0574f85e63f873b7a5b931392fce35c3,24.451497,118.074552,0.0,142,1592970567,1
2623,0574f85e63f873b7a5b931392fce35c3,24.451525,118.074542,0.9,142,1592970582,1
2624,0574f85e63f873b7a5b931392fce35c3,24.451493,118.074548,0.1,142,1592970597,1
2625,0574f85e63f873b7a5b931392fce35c3,24.45127,118.074845,25.3,110,1592970606,1
2626,0574f85e63f873b7a5b931392fce35c3,24.451728,118.075593,6.0,28,1592970621,1
2627,0574f85e63f873b7a5b931392fce35c3,24.452,118.075747,25.6,44,1592970636,1
2628,0574f85e63f873b7a5b931392fce35c3,24.452987,118.077285,55.7,54,1592970651,1
2629,0574f85e63f873b7a5b931392fce35c3,24.453345,118.078033,0.1,60,1592970666,1
2630,0574f85e63f873b7a5b931392fce35c3,24.453295,118.078044,0.0,60,1592970681,1
2631,0574f85e63f873b7a5b931392fce35c3,24.453297,118.077997,1.1,60,1592970696,1
2632,0574f85e63f873b7a5b931392fce35c3,24.453258,118.077992,0.3,60,1592970711,1
2633,0574f85e63f873b7a5b931392fce35c3,24.453227,118.077992,0.5,60,1592970726,1
2634,0574f85e63f873b7a5b931392fce35c3,24.453182,118.077982,0.8,60,1592970741,1
2635,0574f85e63f873b7a5b931392fce35c3,24.453373,118.078435,31.7,62,1592970756,1
2636,0574f85e63f873b7a5b931392fce35c3,24.453775,118.079603,29.6,78,1592970771,1
2637,0574f85e63f873b7a5b931392fce35c3,24.453782,118.080243,0.1,93,1592970786,1
2638,0574f85e63f873b7a5b931392fce35c3,24.453765,118.080258,5.4,66,1592970799,2
2639,0574f85e63f873b7a5b931392fce35c3,24.453777,118.080297,8.3,75,1592970801,2
2640,0574f85e63f873b7a5b931392fce35c3,24.453833,118.08056,32.5,76,1592970804,2
2641,0574f85e63f873b7a5b931392fce35c3,24.454025,118.08108,0.6,75,1592970819,2
2642,0574f85e63f873b7a5b931392fce35c3,24.454087,118.081071,7.0,52,1592970834,2
2643,0574f85e63f873b7a5b931392fce35c3,24.454565,118.08161,12.8,36,1592970849,2
2644,0574f85e63f873b7a5b931392fce35c3,24.4547,118.081737,4.9,40,1592970864,2
2645,0574f85e63f873b7a5b931392fce35c3,24.454902,118.081933,16.3,39,1592970879,2
2646,0574f85e63f873b7a5b931392fce35c3,24.455465,118.082567,4.8,42,1592970894,2
2647,0574f85e63f873b7a5b931392fce35c3,24.455503,118.082569,2.9,42,1592970909,2
2648,0574f85e63f873b7a5b931392fce35c3,24.455637,118.082653,16.2,42,1592970924,2
2649,0574f85e63f873b7a5b931392fce35c3,24.45631,118.083272,23.4,41,1592970939,2
2650,0574f85e63f873b7a5b931392fce35c3,24.457015,118.083983,22.2,38,1592970955,2
2651,0574f85e63f873b7a5b931392fce35c3,24.457123,118.084102,0.0,28,1592970970,2
2652,0574f85e63f873b7a5b931392fce35c3,24.457115,118.084132,1.0,28,1592970985,2
2653,0574f85e63f873b7a5b931392fce35c3,24.457107,118.084135,0.8,28,1592971000,2
2654,0574f85e63f873b7a5b931392fce35c3,24.457157,118.084225,7.3,39,1592971015,2
2655,0574f85e63f873b7a5b931392fce35c3,24.457895,118.084625,28.4,24,1592971030,2
2656,0574f85e63f873b7a5b931392fce35c3,24.458695,118.084966,19.7,67,1592971043,2
2657,0574f85e63f873b7a5b931392fce35c3,24.458298,118.086066,15.4,118,1592971058,2
2658,0574f85e63f873b7a5b931392fce35c3,24.457672,118.087065,11.1,128,1592971073,2
2659,0574f85e63f873b7a5b931392fce35c3,24.45762,118.087102,0.0,131,1592971088,2
2660,0574f85e63f873b7a5b931392fce35c3,24.457585,118.087237,16.7,96,1592971103,2
2661,0574f85e63f873b7a5b931392fce35c3,24.457595,118.087323,14.4,78,1592971105,2
