4512,0574f85e63f873b7a5b931392fce35c3,24.510317,118.173808,28.3,247,1592998134,2
4513,0574f85e63f873b7a5b931392fce35c3,24.510205,118.17356,7.3,242,1592998149,2
4514,0574f85e63f873b7a5b931392fce35c3,24.51013,118.173387,6.0,244,1592998164,2
4515,0574f85e63f873b7a5b931392fce35c3,24.510022,118.173083,11.6,247,1592998179,2
4516,0574f85e63f873b7a5b931392fce35c3,24.509913,118.172758,3.5,255,1592998194,2
4517,0574f85e63f873b7a5b931392fce35c3,24.509872,118.17256,3.3,255,1592998209,2
4518,0574f85e63f873b7a5b931392fce35c3,24.509815,118.172397,0.2,250,1592998224,2
4519,0574f85e63f873b7a5b931392fce35c3,24.509817,118.172387,0.0,250,1592998239,2
4520,0574f85e63f873b7a5b931392fce35c3,24.509818,118.172387,0.3,250,1592998254,2
4521,0574f85e63f873b7a5b931392fce35c3,24.50981,118.172373,0.1,250,1592998269,2
4522,0574f85e63f873b7a5b931392fce35c3,24.5098,118.172382,0.3,250,1592998284,2
4523,0574f85e63f873b7a5b931392fce35c3,24.509742,118.172223,5.9,234,1592998299,2
4524,0574f85e63f873b7a5b931392fce35c3,24.50965,118.172022,4.7,246,1592998314,2
4525,0574f85e63f873b7a5b931392fce35c3,24.509555,118.171777,4.2,245,1592998329,2
4526,0574f85e63f873b7a5b931392fce35c3,24.509452,118.17158,9.6,238,1592998344,2
4527,0574f85e63f873b7a5b931392fce35c3,24.509297,118.171295,13.5,248,1592998359,2
4528,0574f85e63f873b7a5b931392fce35c3,24.509187,118.171102,0.2,241,1592998374,2
4529,0574f85e63f873b7a5b931392fce35c3,24.509127,118.171192,2.6,241,1592998389,2
4530,0574f85e63f873b7a5b931392fce35c3,24.508933,118.171225,6.6,151,1592998404,2
4531,0574f85e63f873b7a5b931392fce35c3,24.508903,118.171412,5.9,88,1592998419,2
4532,0574f85e63f873b7a5b931392fce35c3,24.5093,118.172432,39.8,71,1592998434,2
4533,0574f85e63f873b7a5b931392fce35c3,24.509837,118.173978,50.5,70,1592998449,2
4534,0574f85e63f873b7a5b931392fce35c3,24.510382,118.175132,19.9,56,1592998464,2
4535,0574f85e63f873b7a5b931392fce35c3,24.510803,118.17576,23.8,52,1592998480,2
4536,0574f85e63f873b7a5b931392fce35c3,24.511418,118.176516,11.2,31,1592998495,2
